Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Quantity,Price,Cost Per Unit,Taxes,Purchase Date,revenue,totalsales
OID15753,PID2023,A106,EMP1037,C1538,1,818,450.0,122.7,20170104,368.0,818
OID15758,PID2023,A120,EMP1025,C1158,3,818,450.0,122.7,20170205,1104.0,2454
OID15760,PID2071,A104,EMP1033,C1289,1,136,72.0,20.4,20170327,64.0,136
OID15767,PID2018,A133,EMP1028,C1750,3,1972,1321.0,295.8,20170711,1953.0,5916
OID15768,PID2006,A126,EMP1044,C1633,4,1826,1443.0,273.9,20170808,1532.0,7304
OID15770,PID2018,A125,EMP1003,C1697,1,1972,1321.0,295.8,20170808,651.0,1972
OID15774,PID2040,A139,EMP1040,C1563,3,1889,945.0,283.35,20170505,2832.0,5667
OID15776,PID2060,A130,EMP1017,C1248,3,1467,807.0,220.05,20171021,1980.0,4401
OID15781,PID2026,A164,EMP1023,C1639,1,947,786.0,142.05,20171015,161.0,947
OID15783,PID2017,A168,EMP1025,C1365,1,35,22.0,5.25,20170130,13.0,35
OID15784,PID2055,A150,EMP1015,C1573,4,2495,1896.0,374.25,20170620,2396.0,9980
OID15786,PID2069,A173,EMP1027,C1686,1,378,291.0,56.7,20170126,87.0,378
OID15788,PID2002,A110,EMP1039,C1581,1,847,534.0,127.05,20170704,313.0,847
OID15791,PID2018,A166,EMP1025,C1708,3,1972,1321.0,295.8,20170219,1953.0,5916
OID15799,PID2034,A124,EMP1008,C1196,2,871,540.0,130.65,20171127,662.0,1742
OID15804,PID2100,A149,EMP1038,C1620,3,799,455.0,119.85,20171106,1032.0,2397
OID15805,PID2031,A172,EMP1034,C1302,3,1638,1261.0,245.7,20170423,1131.0,4914
OID15809,PID2027,A123,EMP1017,C1582,2,2497,1473.0,374.55,20170317,2048.0,4994
OID15812,PID2081,A159,EMP1018,C1506,3,1566,1190.0,234.9,20170904,1128.0,4698
OID15816,PID2039,A154,EMP1007,C1210,1,817,409.0,122.55,20170207,408.0,817
OID15823,PID2059,A162,EMP1024,C1587,2,1494,971.0,224.1,20170803,1046.0,2988
OID15826,PID2093,A137,EMP1017,C1541,1,112,90.0,16.8,20170703,22.0,112
OID15828,PID2047,A137,EMP1024,C1408,2,290,200.0,43.5,20170123,180.0,580
OID15829,PID2083,A157,EMP1005,C1791,4,2141,1777.0,321.15,20170307,1456.0,8564
OID15833,PID2022,A106,EMP1038,C1194,3,561,421.0,84.15,20170210,420.0,1683
OID15834,PID2043,A172,EMP1002,C1261,4,545,425.0,81.75,20170610,480.0,2180
OID15836,PID2032,A110,EMP1025,C1550,2,1967,1397.0,295.05,20170725,1140.0,3934
OID15843,PID2022,A102,EMP1022,C1310,2,561,421.0,84.15,20170720,280.0,1122
OID15849,PID2078,A147,EMP1006,C1242,1,1798,971.0,269.7,20170324,827.0,1798
OID15854,PID2039,A138,EMP1002,C1180,3,817,409.0,122.55,20170321,1224.0,2451
OID15856,PID2005,A128,EMP1006,C1707,1,684,561.0,102.6,20170408,123.0,684
OID15857,PID2052,A125,EMP1000,C1277,2,1526,1251.0,228.9,20170429,550.0,3052
OID15859,PID2078,A129,EMP1030,C1029,1,1798,971.0,269.7,20170614,827.0,1798
OID15860,PID2042,A149,EMP1028,C1102,3,203,154.0,30.45,20170619,147.0,609
OID15863,PID2048,A156,EMP1002,C1194,3,502,296.0,75.3,20170919,618.0,1506
OID15865,PID2029,A133,EMP1039,C1497,1,1848,1294.0,277.2,20170906,554.0,1848
OID15871,PID2040,A108,EMP1015,C1221,1,1889,945.0,283.35,20170902,944.0,1889
OID15873,PID2072,A101,EMP1030,C1426,1,1887,1378.0,283.05,20170420,509.0,1887
OID15875,PID2012,A124,EMP1007,C1521,3,1353,947.0,202.95,20171224,1218.0,4059
OID15879,PID2048,A108,EMP1010,C1140,3,502,296.0,75.3,20171105,618.0,1506
OID15880,PID2014,A100,EMP1000,C1207,2,1809,1067.0,271.35,20171107,1484.0,3618
OID15881,PID2032,A149,EMP1015,C1700,1,1967,1397.0,295.05,20171115,570.0,1967
OID15882,PID2023,A141,EMP1011,C1293,2,818,450.0,122.7,20170704,736.0,1636
OID15883,PID2028,A135,EMP1005,C1049,1,2283,1484.0,342.45,20170125,799.0,2283
OID15891,PID2032,A149,EMP1038,C1349,1,1967,1397.0,295.05,20170215,570.0,1967
OID15892,PID2048,A103,EMP1006,C1539,1,502,296.0,75.3,20171111,206.0,502
OID15893,PID2047,A164,EMP1030,C1627,2,290,200.0,43.5,20170713,180.0,580
OID15897,PID2068,A173,EMP1003,C1791,1,1500,900.0,225.0,20171216,600.0,1500
OID15898,PID2067,A134,EMP1030,C1636,4,1119,683.0,167.85,20170530,1744.0,4476
OID15900,PID2088,A127,EMP1011,C1503,1,603,416.0,90.45,20170326,187.0,603
OID15902,PID2055,A103,EMP1036,C1561,1,2495,1896.0,374.25,20170624,599.0,2495
OID15903,PID2021,A109,EMP1031,C1337,1,217,171.0,32.55,20170707,46.0,217
OID15905,PID2043,A110,EMP1039,C1643,1,545,425.0,81.75,20170911,120.0,545
OID15908,PID2046,A164,EMP1010,C1118,1,2410,1518.0,361.5,20170118,892.0,2410
OID15909,PID2097,A118,EMP1037,C1171,1,1052,589.0,157.8,20170925,463.0,1052
OID15916,PID2024,A124,EMP1035,C1053,1,356,292.0,53.4,20171020,64.0,356
OID15922,PID2061,A103,EMP1013,C1648,2,913,584.0,136.95,20170513,658.0,1826
OID15926,PID2056,A162,EMP1035,C1286,1,1635,1046.0,245.25,20170202,589.0,1635
OID15930,PID2048,A153,EMP1037,C1189,4,502,296.0,75.3,20170906,824.0,2008
OID15932,PID2017,A136,EMP1014,C1576,3,35,22.0,5.25,20170517,39.0,105
OID15936,PID2010,A105,EMP1006,C1613,1,1812,1305.0,271.8,20171005,507.0,1812
OID15940,PID2061,A120,EMP1001,C1714,1,913,584.0,136.95,20171226,329.0,913
OID15946,PID2030,A120,EMP1021,C1757,1,1899,1044.0,284.85,20171119,855.0,1899
OID15948,PID2081,A152,EMP1034,C1273,2,1566,1190.0,234.9,20170202,752.0,3132
OID15952,PID2087,A168,EMP1041,C1496,3,1022,818.0,153.3,20171220,612.0,3066
OID15953,PID2100,A113,EMP1009,C1378,1,799,455.0,119.85,20170720,344.0,799
OID15967,PID2058,A128,EMP1025,C1592,1,2257,1535.0,338.55,20170616,722.0,2257
OID15970,PID2073,A142,EMP1017,C1519,3,95,61.0,14.25,20170401,102.0,285
OID15973,PID2043,A148,EMP1011,C1615,2,545,425.0,81.75,20171211,240.0,1090
OID15975,PID2082,A115,EMP1034,C1069,2,1103,838.0,165.45,20170603,530.0,2206
OID15977,PID2077,A170,EMP1038,C1293,4,530,424.0,79.5,20170731,424.0,2120
OID15981,PID2015,A154,EMP1002,C1481,4,637,389.0,95.55,20171214,992.0,2548
OID15982,PID2029,A107,EMP1019,C1647,4,1848,1294.0,277.2,20170205,2216.0,7392
OID15991,PID2045,A166,EMP1013,C1111,1,556,395.0,83.4,20170913,161.0,556
OID15993,PID2085,A101,EMP1039,C1067,2,1862,1173.0,279.3,20170318,1378.0,3724
OID15997,PID2080,A120,EMP1041,C1021,1,2353,1788.0,352.95,20171220,565.0,2353
OID16000,PID2027,A165,EMP1029,C1465,3,2497,1473.0,374.55,20170417,3072.0,7491
OID16002,PID2078,A109,EMP1007,C1300,3,1798,971.0,269.7,20171218,2481.0,5394
OID16004,PID2049,A153,EMP1004,C1742,4,826,562.0,123.9,20170814,1056.0,3304
OID16009,PID2086,A103,EMP1001,C1114,4,123,84.0,18.45,20171022,156.0,492
OID16017,PID2022,A114,EMP1001,C1426,2,561,421.0,84.15,20170803,280.0,1122
OID16023,PID2079,A102,EMP1040,C1471,1,1725,1363.0,258.75,20170818,362.0,1725
OID16026,PID2007,A113,EMP1043,C1616,1,1405,1054.0,210.75,20171001,351.0,1405
OID16028,PID2049,A116,EMP1032,C1684,2,826,562.0,123.9,20170218,528.0,1652
OID16034,PID2080,A147,EMP1036,C1266,1,2353,1788.0,352.95,20171120,565.0,2353
OID16037,PID2030,A152,EMP1023,C1708,2,1899,1044.0,284.85,20170424,1710.0,3798
OID16038,PID2078,A150,EMP1004,C1686,4,1798,971.0,269.7,20170301,3308.0,7192
OID16039,PID2002,A117,EMP1001,C1618,4,847,534.0,127.05,20170527,1252.0,3388
OID16041,PID2011,A137,EMP1009,C1189,4,530,435.0,79.5,20170321,380.0,2120
OID16042,PID2059,A128,EMP1008,C1640,3,1494,971.0,224.1,20170613,1569.0,4482
OID16043,PID2012,A101,EMP1025,C1168,1,1353,947.0,202.95,20170410,406.0,1353
OID16044,PID2003,A137,EMP1000,C1092,4,1783,1516.0,267.45,20170805,1068.0,7132
OID16046,PID2096,A124,EMP1039,C1089,2,1587,1301.0,238.05,20171219,572.0,3174
OID16047,PID2054,A156,EMP1044,C1520,1,127,79.0,19.05,20170301,48.0,127
OID16048,PID2047,A147,EMP1019,C1731,3,290,200.0,43.5,20170512,270.0,870
OID16050,PID2076,A144,EMP1014,C1138,1,1522,791.0,228.3,20170122,731.0,1522
OID16054,PID2064,A141,EMP1029,C1744,1,1414,962.0,212.1,20170223,452.0,1414
OID16059,PID2076,A122,EMP1030,C1449,3,1522,791.0,228.3,20170706,2193.0,4566
OID16060,PID2018,A134,EMP1015,C1498,1,1972,1321.0,295.8,20170223,651.0,1972
OID16065,PID2026,A114,EMP1021,C1086,1,947,786.0,142.05,20171115,161.0,947
OID16069,PID2091,A107,EMP1021,C1537,2,368,294.0,55.2,20170624,148.0,736
OID16072,PID2016,A159,EMP1022,C1571,4,1351,1108.0,202.65,20170717,972.0,5404
OID16073,PID2092,A160,EMP1037,C1041,1,1639,1295.0,245.85,20170117,344.0,1639
OID16075,PID2066,A148,EMP1000,C1346,2,2091,1485.0,313.65,20170326,1212.0,4182
OID16077,PID2047,A114,EMP1034,C1471,1,290,200.0,43.5,20170720,90.0,290
OID16081,PID2096,A105,EMP1036,C1613,4,1587,1301.0,238.05,20170210,1144.0,6348
OID16087,PID2056,A123,EMP1008,C1118,1,1635,1046.0,245.25,20170524,589.0,1635
OID16091,PID2004,A112,EMP1023,C1126,2,1278,665.0,191.7,20171023,1226.0,2556
OID16097,PID2032,A155,EMP1006,C1161,3,1967,1397.0,295.05,20170907,1710.0,5901
OID16102,PID2046,A153,EMP1002,C1368,3,2410,1518.0,361.5,20171120,2676.0,7230
OID16104,PID2074,A145,EMP1021,C1399,1,504,408.0,75.6,20170302,96.0,504
OID16112,PID2086,A146,EMP1020,C1046,2,123,84.0,18.45,20170626,78.0,246
OID16113,PID2054,A162,EMP1019,C1571,4,127,79.0,19.05,20171109,192.0,508
OID16122,PID2031,A155,EMP1024,C1014,4,1638,1261.0,245.7,20171206,1508.0,6552
OID16126,PID2057,A107,EMP1035,C1061,1,181,130.0,27.15,20170428,51.0,181
OID16128,PID2014,A145,EMP1034,C1082,1,1809,1067.0,271.35,20170122,742.0,1809
OID16133,PID2098,A155,EMP1027,C1181,1,1178,683.0,176.7,20170515,495.0,1178
OID16150,PID2051,A158,EMP1007,C1356,1,1077,732.0,161.55,20170218,345.0,1077
OID16152,PID2008,A111,EMP1029,C1405,3,315,208.0,47.25,20170521,321.0,945
OID16153,PID2020,A151,EMP1005,C1211,3,2005,1223.0,300.75,20171119,2346.0,6015
OID16157,PID2015,A172,EMP1019,C1177,1,637,389.0,95.55,20170912,248.0,637
OID16159,PID2073,A128,EMP1037,C1149,2,95,61.0,14.25,20170124,68.0,190
OID16162,PID2022,A107,EMP1001,C1067,4,561,421.0,84.15,20170729,560.0,2244
OID16173,PID2032,A117,EMP1023,C1582,3,1967,1397.0,295.05,20170225,1710.0,5901
OID16176,PID2077,A125,EMP1010,C1416,1,530,424.0,79.5,20171126,106.0,530
OID16179,PID2064,A101,EMP1021,C1127,1,1414,962.0,212.1,20170603,452.0,1414
OID16181,PID2096,A171,EMP1030,C1484,1,1587,1301.0,238.05,20170103,286.0,1587
OID16183,PID2035,A147,EMP1028,C1391,1,458,376.0,68.7,20171030,82.0,458
OID16184,PID2009,A151,EMP1019,C1373,4,584,420.0,87.6,20170215,656.0,2336
OID16188,PID2002,A111,EMP1043,C1386,1,847,534.0,127.05,20170303,313.0,847
OID16190,PID2097,A131,EMP1000,C1449,1,1052,589.0,157.8,20171026,463.0,1052
OID16196,PID2007,A149,EMP1017,C1525,1,1405,1054.0,210.75,20170617,351.0,1405
OID16198,PID2097,A171,EMP1021,C1769,1,1052,589.0,157.8,20170929,463.0,1052
OID16201,PID2087,A101,EMP1024,C1536,3,1022,818.0,153.3,20171105,612.0,3066
OID16202,PID2027,A108,EMP1000,C1212,4,2497,1473.0,374.55,20170428,4096.0,9988
OID16204,PID2040,A134,EMP1015,C1099,2,1889,945.0,283.35,20171018,1888.0,3778
OID16208,PID2000,A156,EMP1032,C1659,1,2241,1367.0,336.15,20170501,874.0,2241
OID16209,PID2099,A133,EMP1009,C1602,3,1367,984.0,205.05,20170817,1149.0,4101
OID16212,PID2077,A172,EMP1014,C1790,4,530,424.0,79.5,20171222,424.0,2120
OID16215,PID2094,A164,EMP1017,C1235,1,771,648.0,115.65,20170828,123.0,771
OID16216,PID2005,A167,EMP1009,C1661,2,684,561.0,102.6,20170224,246.0,1368
OID16217,PID2077,A137,EMP1029,C1325,3,530,424.0,79.5,20171003,318.0,1590
OID16220,PID2092,A163,EMP1035,C1640,3,1639,1295.0,245.85,20170822,1032.0,4917
OID16222,PID2035,A166,EMP1025,C1751,1,458,376.0,68.7,20171211,82.0,458
OID16225,PID2005,A149,EMP1000,C1181,1,684,561.0,102.6,20171019,123.0,684
OID16228,PID2001,A148,EMP1028,C1057,1,951,504.0,142.65,20171021,447.0,951
OID16229,PID2086,A111,EMP1039,C1093,2,123,84.0,18.45,20171117,78.0,246
OID16230,PID2093,A110,EMP1003,C1276,1,112,90.0,16.8,20170221,22.0,112
OID16233,PID2056,A106,EMP1015,C1155,1,1635,1046.0,245.25,20170101,589.0,1635
OID16242,PID2041,A161,EMP1021,C1313,1,1380,1090.0,207.0,20171102,290.0,1380
OID16243,PID2012,A130,EMP1007,C1501,1,1353,947.0,202.95,20170419,406.0,1353
OID16246,PID2030,A109,EMP1029,C1264,2,1899,1044.0,284.85,20170423,1710.0,3798
OID16249,PID2054,A168,EMP1031,C1368,1,127,79.0,19.05,20170402,48.0,127
OID16251,PID2084,A157,EMP1002,C1099,1,1783,1230.0,267.45,20170608,553.0,1783
OID16252,PID2013,A111,EMP1033,C1417,1,368,269.0,55.2,20170410,99.0,368
OID16265,PID2025,A167,EMP1044,C1704,1,667,387.0,100.05,20171123,280.0,667
OID16267,PID2072,A154,EMP1002,C1518,1,1887,1378.0,283.05,20170526,509.0,1887
OID16273,PID2077,A152,EMP1016,C1002,3,530,424.0,79.5,20170210,318.0,1590
OID16275,PID2043,A133,EMP1041,C1404,2,545,425.0,81.75,20170727,240.0,1090
OID16276,PID2084,A101,EMP1005,C1719,2,1783,1230.0,267.45,20170126,1106.0,3566
OID16282,PID2067,A129,EMP1024,C1697,2,1119,683.0,167.85,20170102,872.0,2238
OID16289,PID2042,A142,EMP1025,C1574,1,203,154.0,30.45,20170929,49.0,203
OID16294,PID2019,A108,EMP1029,C1101,2,800,536.0,120.0,20170308,528.0,1600
OID16296,PID2091,A158,EMP1002,C1642,1,368,294.0,55.2,20170104,74.0,368
OID16303,PID2003,A120,EMP1025,C1045,3,1783,1516.0,267.45,20170812,801.0,5349
OID16316,PID2071,A154,EMP1007,C1239,4,136,72.0,20.4,20170610,256.0,544
OID16320,PID2058,A106,EMP1020,C1688,2,2257,1535.0,338.55,20170919,1444.0,4514
OID16322,PID2062,A136,EMP1041,C1154,2,2464,1774.0,369.6,20170622,1380.0,4928
OID16323,PID2071,A116,EMP1008,C1156,1,136,72.0,20.4,20170824,64.0,136
OID16325,PID2039,A111,EMP1036,C1020,4,817,409.0,122.55,20170330,1632.0,3268
OID16329,PID2025,A168,EMP1021,C1283,2,667,387.0,100.05,20170917,560.0,1334
OID16331,PID2072,A109,EMP1041,C1147,1,1887,1378.0,283.05,20170415,509.0,1887
OID16334,PID2033,A146,EMP1033,C1341,2,2182,1200.0,327.3,20170118,1964.0,4364
OID16335,PID2097,A101,EMP1036,C1053,1,1052,589.0,157.8,20170601,463.0,1052
OID16346,PID2077,A103,EMP1038,C1343,1,530,424.0,79.5,20171126,106.0,530
OID16351,PID2070,A106,EMP1017,C1094,1,1671,1220.0,250.65,20170207,451.0,1671
OID16352,PID2077,A161,EMP1004,C1700,1,530,424.0,79.5,20170602,106.0,530
OID16358,PID2050,A112,EMP1043,C1374,3,2391,1291.0,358.65,20170630,3300.0,7173
OID16359,PID2081,A133,EMP1007,C1017,2,1566,1190.0,234.9,20170111,752.0,3132
OID16360,PID2047,A142,EMP1006,C1781,3,290,200.0,43.5,20171114,270.0,870
OID16363,PID2055,A144,EMP1012,C1795,1,2495,1896.0,374.25,20170816,599.0,2495
OID16370,PID2006,A100,EMP1039,C1455,1,1826,1443.0,273.9,20171201,383.0,1826
OID16372,PID2036,A103,EMP1021,C1274,1,1582,1234.0,237.3,20170716,348.0,1582
OID16373,PID2015,A163,EMP1005,C1231,2,637,389.0,95.55,20170806,496.0,1274
OID16375,PID2080,A143,EMP1042,C1033,1,2353,1788.0,352.95,20170715,565.0,2353
OID16376,PID2078,A118,EMP1033,C1167,4,1798,971.0,269.7,20170501,3308.0,7192
OID16377,PID2067,A151,EMP1023,C1298,4,1119,683.0,167.85,20171004,1744.0,4476
OID16383,PID2077,A173,EMP1011,C1030,2,530,424.0,79.5,20170203,212.0,1060
OID16386,PID2060,A121,EMP1024,C1370,4,1467,807.0,220.05,20170518,2640.0,5868
OID16390,PID2074,A147,EMP1009,C1441,1,504,408.0,75.6,20171228,96.0,504
OID16391,PID2006,A137,EMP1012,C1043,1,1826,1443.0,273.9,20170505,383.0,1826
OID16392,PID2081,A106,EMP1013,C1022,1,1566,1190.0,234.9,20170728,376.0,1566
OID16402,PID2092,A150,EMP1010,C1556,1,1639,1295.0,245.85,20170628,344.0,1639
OID16403,PID2033,A149,EMP1043,C1779,1,2182,1200.0,327.3,20171021,982.0,2182
OID16409,PID2050,A127,EMP1041,C1645,1,2391,1291.0,358.65,20170207,1100.0,2391
OID16415,PID2037,A149,EMP1005,C1474,2,880,634.0,132.0,20170116,492.0,1760
OID16423,PID2026,A158,EMP1013,C1308,4,947,786.0,142.05,20170510,644.0,3788
OID16426,PID2025,A138,EMP1022,C1375,2,667,387.0,100.05,20170201,560.0,1334
OID16429,PID2095,A151,EMP1013,C1377,1,1743,872.0,261.45,20170520,871.0,1743
OID16430,PID2070,A159,EMP1031,C1669,1,1671,1220.0,250.65,20170502,451.0,1671
OID16431,PID2020,A138,EMP1040,C1100,1,2005,1223.0,300.75,20170330,782.0,2005
OID16433,PID2048,A136,EMP1033,C1099,1,502,296.0,75.3,20170902,206.0,502
OID16434,PID2000,A150,EMP1032,C1654,1,2241,1367.0,336.15,20170126,874.0,2241
OID16442,PID2084,A121,EMP1041,C1593,1,1783,1230.0,267.45,20170622,553.0,1783
OID16443,PID2055,A119,EMP1020,C1376,4,2495,1896.0,374.25,20170304,2396.0,9980
OID16444,PID2021,A115,EMP1042,C1057,4,217,171.0,32.55,20171216,184.0,868
OID16447,PID2067,A138,EMP1007,C1751,1,1119,683.0,167.85,20170604,436.0,1119
OID16451,PID2041,A130,EMP1020,C1260,1,1380,1090.0,207.0,20171211,290.0,1380
OID16454,PID2080,A113,EMP1013,C1761,2,2353,1788.0,352.95,20171112,1130.0,4706
OID16455,PID2057,A159,EMP1018,C1138,1,181,130.0,27.15,20170717,51.0,181
OID16456,PID2022,A141,EMP1023,C1580,3,561,421.0,84.15,20170706,420.0,1683
OID16462,PID2044,A141,EMP1029,C1147,2,886,478.0,132.9,20170512,816.0,1772
OID16470,PID2017,A128,EMP1044,C1118,1,35,22.0,5.25,20170608,13.0,35
OID16472,PID2086,A134,EMP1011,C1669,1,123,84.0,18.45,20171111,39.0,123
OID16474,PID2016,A107,EMP1034,C1665,1,1351,1108.0,202.65,20171102,243.0,1351
OID16475,PID2032,A171,EMP1026,C1212,3,1967,1397.0,295.05,20170321,1710.0,5901
OID16476,PID2064,A113,EMP1031,C1395,1,1414,962.0,212.1,20170602,452.0,1414
OID16477,PID2098,A137,EMP1012,C1722,1,1178,683.0,176.7,20171029,495.0,1178
OID16481,PID2048,A170,EMP1040,C1080,1,502,296.0,75.3,20170216,206.0,502
OID16488,PID2037,A110,EMP1028,C1344,1,880,634.0,132.0,20171207,246.0,880
OID16490,PID2035,A142,EMP1004,C1275,1,458,376.0,68.7,20170825,82.0,458
OID16491,PID2034,A153,EMP1025,C1383,4,871,540.0,130.65,20170704,1324.0,3484
OID16492,PID2080,A136,EMP1030,C1483,1,2353,1788.0,352.95,20170525,565.0,2353
OID16495,PID2027,A162,EMP1043,C1601,1,2497,1473.0,374.55,20170831,1024.0,2497
OID16496,PID2012,A158,EMP1029,C1273,2,1353,947.0,202.95,20170906,812.0,2706
OID16501,PID2047,A170,EMP1006,C1567,2,290,200.0,43.5,20170320,180.0,580
OID16502,PID2012,A125,EMP1024,C1724,2,1353,947.0,202.95,20171220,812.0,2706
OID16504,PID2031,A131,EMP1043,C1559,1,1638,1261.0,245.7,20170302,377.0,1638
OID16507,PID2099,A164,EMP1015,C1742,3,1367,984.0,205.05,20170718,1149.0,4101
OID16510,PID2005,A118,EMP1023,C1023,1,684,561.0,102.6,20170502,123.0,684
OID16513,PID2061,A153,EMP1014,C1117,4,913,584.0,136.95,20170312,1316.0,3652
OID16516,PID2017,A113,EMP1002,C1759,1,35,22.0,5.25,20170419,13.0,35
OID16519,PID2011,A145,EMP1024,C1590,1,530,435.0,79.5,20170417,95.0,530
OID16521,PID2042,A149,EMP1032,C1705,1,203,154.0,30.45,20170411,49.0,203
OID16523,PID2019,A165,EMP1028,C1554,4,800,536.0,120.0,20171217,1056.0,3200
OID16526,PID2052,A133,EMP1030,C1710,4,1526,1251.0,228.9,20171118,1100.0,6104
OID16527,PID2035,A124,EMP1011,C1407,1,458,376.0,68.7,20170113,82.0,458
OID16529,PID2059,A132,EMP1043,C1192,3,1494,971.0,224.1,20170609,1569.0,4482
OID16531,PID2083,A139,EMP1016,C1531,1,2141,1777.0,321.15,20170730,364.0,2141
OID16535,PID2090,A148,EMP1015,C1250,4,1338,682.0,200.7,20170809,2624.0,5352
OID16536,PID2004,A137,EMP1043,C1218,1,1278,665.0,191.7,20170913,613.0,1278
OID16537,PID2018,A151,EMP1021,C1441,1,1972,1321.0,295.8,20171216,651.0,1972
OID16539,PID2019,A118,EMP1016,C1087,4,800,536.0,120.0,20170210,1056.0,3200
OID16541,PID2034,A125,EMP1016,C1248,1,871,540.0,130.65,20170125,331.0,871
OID16544,PID2001,A148,EMP1026,C1521,1,951,504.0,142.65,20170329,447.0,951
OID16545,PID2066,A105,EMP1001,C1025,1,2091,1485.0,313.65,20170410,606.0,2091
OID16547,PID2036,A111,EMP1035,C1787,3,1582,1234.0,237.3,20170810,1044.0,4746
OID16548,PID2017,A105,EMP1015,C1507,1,35,22.0,5.25,20170725,13.0,35
OID16551,PID2066,A156,EMP1039,C1662,3,2091,1485.0,313.65,20171021,1818.0,6273
OID16555,PID2042,A142,EMP1035,C1606,1,203,154.0,30.45,20170218,49.0,203
OID16556,PID2005,A147,EMP1010,C1304,1,684,561.0,102.6,20170921,123.0,684
OID16558,PID2043,A155,EMP1013,C1644,2,545,425.0,81.75,20170119,240.0,1090
OID16560,PID2051,A149,EMP1000,C1767,1,1077,732.0,161.55,20170817,345.0,1077
OID16561,PID2000,A109,EMP1021,C1659,2,2241,1367.0,336.15,20171225,1748.0,4482
OID16562,PID2035,A109,EMP1043,C1707,2,458,376.0,68.7,20170519,164.0,916
OID16566,PID2055,A168,EMP1009,C1083,1,2495,1896.0,374.25,20171012,599.0,2495
OID16569,PID2023,A123,EMP1017,C1417,3,818,450.0,122.7,20170816,1104.0,2454
OID16570,PID2100,A152,EMP1028,C1796,1,799,455.0,119.85,20170329,344.0,799
OID16571,PID2060,A124,EMP1015,C1375,3,1467,807.0,220.05,20171125,1980.0,4401
OID16575,PID2087,A150,EMP1011,C1287,1,1022,818.0,153.3,20170806,204.0,1022
OID16579,PID2045,A101,EMP1036,C1342,1,556,395.0,83.4,20170110,161.0,556
OID16583,PID2095,A108,EMP1041,C1798,1,1743,872.0,261.45,20170510,871.0,1743
OID16585,PID2036,A100,EMP1040,C1738,1,1582,1234.0,237.3,20170902,348.0,1582
OID16587,PID2068,A155,EMP1032,C1262,1,1500,900.0,225.0,20170104,600.0,1500
OID16588,PID2092,A168,EMP1020,C1280,4,1639,1295.0,245.85,20170427,1376.0,6556
OID16589,PID2020,A108,EMP1027,C1164,2,2005,1223.0,300.75,20170408,1564.0,4010
OID16590,PID2028,A145,EMP1002,C1645,3,2283,1484.0,342.45,20170821,2397.0,6849
OID16595,PID2092,A154,EMP1037,C1575,1,1639,1295.0,245.85,20170902,344.0,1639
OID16608,PID2021,A144,EMP1040,C1736,1,217,171.0,32.55,20171126,46.0,217
OID16618,PID2094,A144,EMP1035,C1455,1,771,648.0,115.65,20170621,123.0,771
OID16622,PID2038,A153,EMP1009,C1139,3,392,255.0,58.8,20170619,411.0,1176
OID16623,PID2063,A118,EMP1004,C1348,3,1708,871.0,256.2,20170615,2511.0,5124
OID16624,PID2017,A113,EMP1038,C1513,3,35,22.0,5.25,20170210,39.0,105
OID16626,PID2026,A170,EMP1038,C1161,3,947,786.0,142.05,20170110,483.0,2841
OID16627,PID2035,A172,EMP1012,C1575,3,458,376.0,68.7,20170713,246.0,1374
OID16629,PID2067,A113,EMP1035,C1505,1,1119,683.0,167.85,20170324,436.0,1119
OID16634,PID2023,A145,EMP1030,C1662,3,818,450.0,122.7,20171120,1104.0,2454
OID16640,PID2060,A126,EMP1029,C1307,1,1467,807.0,220.05,20170622,660.0,1467
OID16641,PID2044,A130,EMP1042,C1635,1,886,478.0,132.9,20171010,408.0,886
OID16645,PID2074,A165,EMP1023,C1368,1,504,408.0,75.6,20170920,96.0,504
OID16651,PID2090,A104,EMP1022,C1489,1,1338,682.0,200.7,20170927,656.0,1338
OID16654,PID2099,A114,EMP1002,C1152,2,1367,984.0,205.05,20170520,766.0,2734
OID16657,PID2009,A116,EMP1044,C1717,2,584,420.0,87.6,20170711,328.0,1168
OID16661,PID2065,A110,EMP1040,C1715,2,2396,1965.0,359.4,20171230,862.0,4792
OID16667,PID2059,A101,EMP1018,C1144,1,1494,971.0,224.1,20170319,523.0,1494
OID16671,PID2016,A103,EMP1024,C1511,1,1351,1108.0,202.65,20170611,243.0,1351
OID16675,PID2023,A138,EMP1035,C1502,3,818,450.0,122.7,20170623,1104.0,2454
OID16679,PID2072,A163,EMP1038,C1443,2,1887,1378.0,283.05,20171225,1018.0,3774
OID16681,PID2078,A108,EMP1004,C1175,1,1798,971.0,269.7,20171012,827.0,1798
OID16684,PID2077,A152,EMP1005,C1771,3,530,424.0,79.5,20171230,318.0,1590
OID16685,PID2057,A134,EMP1004,C1585,4,181,130.0,27.15,20170829,204.0,724
OID16689,PID2009,A127,EMP1023,C1571,2,584,420.0,87.6,20170928,328.0,1168
OID16691,PID2027,A152,EMP1043,C1760,1,2497,1473.0,374.55,20170926,1024.0,2497
OID16692,PID2094,A116,EMP1021,C1790,1,771,648.0,115.65,20170415,123.0,771
OID16697,PID2009,A117,EMP1013,C1580,1,584,420.0,87.6,20170909,164.0,584
OID16702,PID2057,A160,EMP1042,C1761,2,181,130.0,27.15,20170909,102.0,362
OID16703,PID2060,A158,EMP1027,C1752,1,1467,807.0,220.05,20170214,660.0,1467
